type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
ความปลอดภัย,เพื่อนชัชชาติ,"ชอบมีรถบรรทุกใหญ่จอดขวางการจราจรถนนบางนาตราด ขาเข้าเมือง กม 2-3 น่าจะเป็นการรอเข้าโหลดของ แต่อันตรายแก่ผู้ใบ้ถนนมาก แจ้ง สน แจ้งกรมทางหลวงหลายครั้งแล้ว ไม่ดีขึ้น","[100.62986,13.668338]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/729cd4fada3340ec564c6f498739aee0391b263f.jpg,"39 ทางคู่ขนาน ถนนบางนา-ตราด แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย",บางนา,บางนา,กรุงเทพมหานคร,"2022-01-26 03:53:52.298984+00"
อื่นๆ,เพื่อนชัชชาติ,"ทางเท้า เสาไฟ และ ทางม้าลาย","[100.586450323462,13.7308224096054]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/b5a1041db2cd22c117f4386c06ae28b902552866.jpg,"139 สุขุมวิท ซ. 63 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย",วัฒนา,คลองตันเหนือ,กรุงเทพมหานคร,"2022-01-26 03:37:31.206992+00"
อื่นๆ,เพื่อนชัชชาติ,"ถนนรัชดา ตลอดช่วง ขุดถนนเอาฝาปูนปิดไว้ อาจเกิดอันตรายได้ ควรมีเทคโนโลยีใหม่ๆไม่ต้องเปิดหน้าถนน นะครับ","[100.575186386704,13.8088282133919]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/6bc3eaa23314f2e756a5ca756f1f2ebcbe2f889f.jpg,"22/4 ถนน รัชดาภิเษก แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จอมพล,กรุงเทพมหานคร,"2022-01-26 02:30:10.39147+00"
ทางเท้า,เพื่อนชัชชาติ,1ทางเท้าในซอยนวมินทร์111,"[100.64222,13.808547]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/01a5d0aee09e74199cdf8a91fca3ba299055f3c2.jpg,"41/439 นวมินทร์ แขวง นวมินทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย",บึงกุ่ม,นวมินทร์,กรุงเทพมหานคร,"2022-01-26 02:13:29.713884+00"
อื่นๆ,เพื่อนชัชชาติ,ทางม้าลายไม่ปลอดภัย,"[100.572868622839,13.7419732713868]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/203837490c0d5a8e27463eb58b464fafe5ec652b.jpg,"77 ซ. สุขุมวิท 39 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย",วัฒนา,คลองตันเหนือ,กรุงเทพมหานคร,"2022-01-26 01:45:02.875008+00"
ความปลอดภัย,เพื่อนชัชชาติ,"1. ได้ร้องเรียนให้ กทม. ผ่านระบบ 1555 สร้างทางม้าลายพร้อมไฟสัญญาณบริเวณ BTS Ari เพราะบริเวณนั้นไม่มีจุดทางข้ามเลย เห็นคนข้ามถนนแบบเสี่ยงตายกันทุกวัน คนแก่ คนพิการ และจักรยานที่ผมใช้ประจำไม่มีทางข้าม 

แต่กทม และสำนักงานวิศวกรรมจราจร แจ้งกลับว่าจุดนั้นมีสะพานลอยอยู่แล้ว ให้ไปใช้สะพานลอย โดยไม่สนใจประชาชนคนที่ใช้สะพานลอยไม่ได้
อยากขอร้องเรียนให้สร้างทางม้าลายให้ประชาชนบริเวณเขตพญาไทด้วยครับ (ภาพตามไฟล์แนบ)

3. บริเวณ BTS Ari ตรงซอยพหลโยธินซอย 7 นะครับ","[100.545015223324,13.7808281065775]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/b284db5da43822f42255d19a9c11e74c27c698de.jpg,"BTS อารีย์ (ทางออก 4) แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย",พญาไท,สามเสนใน,กรุงเทพมหานคร,"2022-01-25 17:50:53.947101+00"
อื่นๆ,เพื่อนชัชชาติ,"3. บริเวณ BTS Ari ตรงซอยพหลโยธินซอย 7 นะครับ","[100.545214377344,13.7810579976313]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/a1ef6151298cd473ccc7279ed0b90a1acc39f1b2.jpg,"BTS อารีย์ (ทางออก 4) แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย",พญาไท,สามเสนใน,กรุงเทพมหานคร,"2022-01-25 17:47:40.444535+00"
อื่นๆ,เพื่อนชัชชาติ,"พื้นถนนเสียหาย ไม่มีทางม้าลาย","[100.469498634338,13.7548922740585]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/f15c87e9598964ca628f790381daf7a02e22759e.jpg,"1186 ถ. พรานนก แขวง บ้านช่างหล่อ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย",บางกอกน้อย,บ้านช่างหล่อ,กรุงเทพมหานคร,"2022-01-25 15:38:50.756464+00"
จราจร,เพื่อนชัชชาติ,"แจ้งปัญหา
1. เส้นจราจร เส้นทางม้าลายไม่ชัดเจน
2. ถนนชำรุด","[100.686525,13.921418]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/3fe7f058d7beb54c513d53fab03859517009e7ba.jpg,"8 ถ. สายไหม แขวง สายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย",สายไหม,สายไหม,กรุงเทพมหานคร,"2022-01-25 14:13:44.83509+00"
อื่นๆ,เพื่อนชัชชาติ,"แจ้งปัญหา
1. แสงสว่างไม่เพียงพอ
2. ไม่มีสัณญาณไฟแจ้งเตือน
3. ไม่ป้ายแจ้งเตือน ให้ลดความเร็ว ระคนข้ามถนน","[100.662682,13.899204]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/e6639884b8897c45a2bd53b7eb41b9977533fb67.jpg,"49/3 ซอย 45 แขวง ออเงิน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย",สายไหม,ออเงิน,กรุงเทพมหานคร,"2022-01-25 13:37:03.144883+00"
อื่นๆ,เพื่อนชัชชาติ,ผ่าไฟแดงเป็นประจำทุกวันครับต่อหน้าต่อตาเจ้าหน้าที่ตำรวจในป้อมที่เป็นคนควบคุมไฟสัญญาณจราจร,"[100.593281,13.750778]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/22783277cc73893d8e73f3b6c28a80cb72c347c6.jpg,"ถนน ประดิษฐ์มนูธรรม แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย",ห้วยขวาง,บางกะปิ,กรุงเทพมหานคร,"2022-01-25 11:51:36.604303+00"
ความปลอดภัย,เพื่อนชัชชาติ,ไม่มีสัญญาณคนข้าม,"[100.51106,13.741512]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/3f6f17fb30df2ed858784d5f7f0fa52618216c69.jpg,"525 ถ. เจริญกรุง แขวง ป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย",สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร,"2022-01-25 11:47:11.17183+00"
ความปลอดภัย,เพื่อนชัชชาติ,จุดนี้มีคนข้ามบ่อยมาก,"[100.51106,13.741512]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/85377c90e2eba521db7bb8fe2d934c16257ffd7d.jpg,"525 ถ. เจริญกรุง แขวง ป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย",สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร,"2022-01-25 11:43:04.149406+00"
